mode,hold_n,tp,sl,trail,n,total_ret,avg_ret,median_ret,win_rate,p95,p05,max_ret,min_ret
trail,20,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
trail,25,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
trail,25,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
trail,30,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
trail,30,0.65,,0.03,1559,15.75695359441673,0.010107090182435363,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.6493999999999999,-0.030600000000000138
fixed,25,0.8,0.25,,1559,15.731927712415771,0.010091037660305177,-0.03349473684210531,0.3758819756254009,0.3409621114140772,-0.16871904761904769,0.7994000000000002,-0.2506000000000001
trail,8,0.55,,0.03,1559,15.676311392581868,0.01005536330505572,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.5494,-0.030600000000000138
trail,10,0.55,,0.03,1559,15.676311392581868,0.01005536330505572,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.5494,-0.030600000000000138
trail,15,0.55,,0.03,1559,15.676311392581868,0.01005536330505572,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.5494,-0.030600000000000138
trail,20,0.55,,0.03,1559,15.676311392581868,0.01005536330505572,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.5494,-0.030600000000000138
trail,25,0.55,,0.03,1559,15.676311392581868,0.01005536330505572,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.5494,-0.030600000000000138
trail,30,0.55,,0.03,1559,15.676311392581868,0.01005536330505572,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.5494,-0.030600000000000138
fixed,25,0.1,0.25,,1559,15.66473572278578,0.010047938244250019,0.09939999999999986,0.563181526619628,0.09940000000000009,-0.16591962785114053,0.09940000000000009,-0.2506000000000001
trail,8,0.45,,0.03,1559,15.654669793934627,0.010041481586872757,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.44939999999999997,-0.030600000000000138
trail,10,0.45,,0.03,1559,15.654669793934627,0.010041481586872757,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.44939999999999997,-0.030600000000000138
trail,15,0.45,,0.03,1559,15.654669793934627,0.010041481586872757,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.44939999999999997,-0.030600000000000138
trail,20,0.45,,0.03,1559,15.654669793934627,0.010041481586872757,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.44939999999999997,-0.030600000000000138
trail,25,0.45,,0.03,1559,15.654669793934627,0.010041481586872757,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.44939999999999997,-0.030600000000000138
trail,30,0.45,,0.03,1559,15.654669793934627,0.010041481586872757,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.44939999999999997,-0.030600000000000138
trail,5,0.45,,0.03,1559,15.637404950705807,0.010030407280760621,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.44939999999999997,-0.030600000000000138
trail,8,0.5,,0.03,1559,15.576311392581868,0.009991219623208382,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.4994,-0.030600000000000138
trail,10,0.5,,0.03,1559,15.576311392581868,0.009991219623208382,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.4994,-0.030600000000000138
trail,15,0.5,,0.03,1559,15.576311392581868,0.009991219623208382,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,0.4994,-0.030600000000000138
